
running 2776 tests
test metrics::tests::combined_report_blends_both_sources ... ok
test metrics::tests::distinct_specs_and_builds_dedupe ... ok
test metrics::tests::drain_success_rate_counts_outcomes ... ok
test metrics::tests::empty_inputs_yield_empty_report ... ok
test metrics::tests::empty_spec_and_sha_do_not_inflate_distinct_counts ... ok
test metrics::tests::human_activity_counts_invocations_and_distinct_shapes ... ok
test metrics::tests::stale_base_recoveries_count_only_clean ... ok
test network_retry::tests::classifies_permanent_stderr ... ok
test network_retry::tests::classifies_transient_stderr ... ok
test network_retry::tests::config_load_reads_overrides ... ok
test network_retry::tests::config_load_uses_defaults_for_malformed_toml ... ok
test network_retry::tests::config_load_uses_defaults_for_missing_file ... ok
test network_retry::tests::default_patterns_cover_bug_286_symptom ... ok
test network_retry::tests::dual_sink_fans_out ... ok
test network_retry::tests::empty_pattern_does_not_match_everything ... ok
test network_retry::tests::integration_fake_gh_with_transient_blip ... ok
test network_retry::tests::max_attempts_clamped_to_safe_range ... ok
test mcp::tests::session_manifest_reads_planned_cluster ... ok
test network_retry::tests::permanent_failure_is_not_retried ... ok
test network_retry::tests::success_on_first_attempt_logs_nothing ... ok
test network_retry::tests::retries_then_succeeds_on_transient ... ok
test network_retry::tests::transient_failure_exhausts_attempts ... ok
test next_keyword_tests::bare_next_is_count_one ... ok
test next_keyword_tests::compact_next_n_plus_separate_count_is_rejected ... ok
test next_keyword_tests::count_after_a_non_next_positional_is_rejected ... ok
test next_keyword_tests::next_keyword_is_case_insensitive ... ok
test next_keyword_tests::next_one_compact_and_spaced_are_count_one ... ok
test next_keyword_tests::next_three_compact_and_spaced_are_count_three ... ok
test next_keyword_tests::next_with_non_numeric_suffix_is_rejected ... ok
test next_keyword_tests::next_zero_is_rejected ... ok
test next_keyword_tests::parse_next_count_trims_and_accepts_zero_padding ... ok
test next_keyword_tests::spec_ids_and_no_arg_are_not_next ... ok
test not_found::tests::detects_git_canonical_by_objects_dir ... ok
test not_found::tests::detects_sqlite_by_extension ... ok
test not_found::tests::detects_yaml_by_extension ... ok
test not_found::tests::git_canonical_mode_emits_path_and_mode ... ok
test not_found::tests::missing_path_is_none ... ok
test not_found::tests::none_mode_emits_hint_about_cwd ... ok
test orchestrator::auto_release_tests::classify_dormant_clean_is_safely_dormant ... ok
test orchestrator::auto_release_tests::classify_dormant_dirty_refuses ... ok
test not_found::tests::sqlite_mode_emits_legacy_label ... ok
test orchestrator::auto_release_tests::classify_fresh_dead_lease_releases_only_at_zero_threshold ... ok
test orchestrator::auto_release_tests::classify_live_claude_pins_as_live ... ok
test orchestrator::auto_release_tests::classify_mtime_at_threshold_is_not_fresh ... ok
test orchestrator::auto_release_tests::classify_mtime_fresh_is_live_even_if_pid_dead ... ok
test orchestrator::auto_release_tests::classify_negative_mtime_age_is_treated_as_fresh ... ok
test orchestrator::auto_release_tests::classify_no_worktree_is_safely_dormant ... ok
test orchestrator::auto_release_tests::classify_pid_alive_is_live_even_if_clean ... ok
test orchestrator::auto_release_tests::classify_zero_threshold_means_mtime_never_pins ... ok
test orchestrator::auto_release_tests::config_defaults_when_no_section ... ok
test orchestrator::auto_release_tests::config_ignores_other_sections ... ok
test orchestrator::auto_release_tests::config_reads_explicit_section ... ok
test orchestrator::auto_release_tests::config_tolerates_inline_comments_and_quotes ... ok
test orchestrator::tests::classify_bare_var_no_token_is_uncorroborated_notoken ... ok
test orchestrator::auto_release_tests::config_unparseable_values_fall_back_to_default ... ok
test orchestrator::tests::classify_empty_var_treated_as_unset ... ok
test orchestrator::tests::classify_no_var_is_interactive ... ok
test orchestrator::tests::classify_var_with_token_dead_is_uncorroborated_dead ... ok
test orchestrator::tests::classify_var_with_token_live_is_orchestrated ... ok
test orchestrator::tests::note_text_differs_by_reason_and_is_absent_otherwise ... ok
test orchestrator::tests::run_is_live_false_for_non_uuid_token ... ok
test orchestrator::tests::run_is_live_false_when_drain_state_has_empty_run_uuid ... ok
test orchestrator::tests::run_is_live_false_when_no_drain_state_file ... ok
test orchestrator::tests::run_is_live_false_when_token_does_not_match_drain_uuid ... ok
test orchestrator::tests::run_is_live_false_when_orchestrator_pid_is_dead ... ok
test orchestrator::tests::status_word_is_orchestrated_only_when_corroborated ... ok
test parse_requirement_type_tests::every_requirement_type_variant_round_trips ... ok
test parse_requirement_type_tests::parses_doc_aliases ... ok
test permissions::tests::defaults_gate_every_op_on_advisor ... ok
test permissions::tests::no_protected_tags_means_never_protected ... ok
test permissions::tests::non_strict_falls_through_to_env_like_slice_1 ... ok
test permissions::tests::permission_map_dialog_alias_canonicalizes ... ok
test permissions::tests::permission_map_override_loosens_an_op ... ok
test permissions::tests::protected_role_defaults_to_advisor_and_is_tunable ... ok
test permissions::tests::protected_tag_detection_is_case_insensitive_any_match ... ok
test permissions::tests::refusal_message_names_op_role_and_force ... ok
test permissions::tests::strict_flag_parses ... ok
test permissions::tests::strict_non_rostered_is_least_privilege_and_env_immune ... ok
test permissions::tests::strict_rostered_advisor_is_authoritative_and_env_immune ... ok
test permissions::tests::strict_rostered_implementer_cannot_env_escalate ... ok
test pr_rebase::tests::block_message_names_paths_and_recovery_flag ... ok
test pr_rebase::tests::block_message_truncates_long_lists ... ok
test pr_rebase::tests::classify_path_honors_gitignore_predicate ... ok
test pr_rebase::tests::classify_stale_base_blocks_on_predicted_conflict_without_path_overlap ... ok
test pr_rebase::tests::classify_stale_base_current_when_behind_zero ... ok
test pr_rebase::tests::classify_stale_base_no_overlap ... ok
test pr_rebase::tests::classify_stale_base_overlap_carries_conflict_prediction ... ok
test pr_rebase::tests::classify_stale_base_with_multiple_overlapping_files ... ok
test pr_rebase::tests::classify_stale_base_with_overlap ... ok
test pr_rebase::tests::cross_fork_refusal_names_the_fork ... ok
test pr_rebase::tests::cross_fork_refusal_without_repo_name ... ok
test orchestrator::tests::run_is_live_true_when_token_matches_live_drain ... ok
test pr_rebase::tests::empty_diff_is_clean ... ok
test pr_rebase::tests::intermediate_majority_with_one_source_is_flagged ... ok
test pr_rebase::tests::gitignored_only_diff_is_refused_even_without_known_path ... ok
test pr_rebase::tests::intermediate_only_diff_is_refused ... ok
test pr_rebase::tests::manual_recipe_contains_key_commands ... ok
test mcp::tests::write_atomic_leaves_original_intact_on_failed_rename ... ok
test pr_rebase::tests::parse_merge_tree_clean ... ok
test pr_rebase::tests::parse_merge_tree_dedupes_paths ... ok
test pr_rebase::tests::parse_merge_tree_newline_separated ... ok
test pr_rebase::tests::parse_merge_tree_z_separated_with_sha ... ok
test pr_rebase::tests::parse_pr_info_cross_fork ... ok
test pr_rebase::tests::parse_pr_info_empty_string_is_missing ... ok
test pr_rebase::tests::parse_pr_info_happy_path ... ok
test pr_rebase::tests::parse_pr_info_missing_base_ref ... ok
test pr_rebase::tests::parse_pr_info_missing_head_oid ... ok
test pr_rebase::tests::parse_pr_rebase_config_garbage_is_default ... ok
test pr_rebase::tests::parse_pr_rebase_config_missing_section ... ok
test pr_rebase::tests::parse_pr_rebase_config_section_present ... ok
test pr_rebase::tests::parse_pr_rebase_config_underscore_spelling ... ok
test pr_rebase::tests::path_looks_generated_catches_build_dirs ... ok
test pr_rebase::tests::path_looks_generated_catches_build_suffixes_and_lockfiles ... ok
test pr_rebase::tests::path_looks_generated_passes_real_source ... ok
test pr_rebase::tests::resolve_smoke_check_config_overrides_default ... ok
test pr_rebase::tests::resolve_smoke_check_default_empty_skips ... ok
test pr_rebase::tests::resolve_smoke_check_disabled_sentinels ... ok
test pr_rebase::tests::resolve_smoke_check_falls_back_to_default ... ok
test pr_rebase::tests::resolve_smoke_check_no_smoke_wins ... ok
test pr_rebase::tests::source_majority_with_one_artifact_is_clean ... ok
test pr_rebase::tests::source_only_diff_is_clean ... ok
test pr_rebase::tests::source_with_minor_lockfile_noise_is_clean ... ok
test pr_rebase::tests::stale_base_block_message_names_pr_and_files ... ok
test pr_rebase::tests::stale_base_block_message_singular_behind ... ok
test pr_rebase::tests::stale_base_block_message_truncates_long_overlap ... ok
test pr_rebase::tests::stale_base_review_warn_message_names_overlap_files ... ok
test pr_rebase::tests::stale_base_review_warn_message_no_overlap ... ok
test pr_rebase::tests::stale_base_review_warn_message_truncates_long_overlap ... ok
test pr_rebase::tests::stale_base_warn_message_proceeds ... ok
test pr_rebase::tests::temp_worktree_path_under_aida ... ok
test pr_rebase::tests::warn_message_names_count_and_pr ... ok
test pr_ship::tests::activity_event_failed_carries_detail ... ok
test pr_ship::tests::activity_event_includes_step_status_and_pr ... ok
test pr_ship::tests::activity_event_skipped_carries_reason ... ok
test pr_ship::tests::derive_pr_body_drops_subject_and_separator ... ok
test pr_ship::tests::derive_pr_body_empty_when_no_body ... ok
test pr_ship::tests::derive_pr_body_preserves_internal_blank_lines ... ok
test pr_ship::tests::derive_pr_title_skips_leading_blank_lines ... ok
test pr_ship::tests::derive_pr_title_takes_first_nonempty_line ... ok
test pr_ship::tests::derive_spec_ids_returns_none_when_metadata_has_none ... ok
test pr_ship::tests::derives_spec_id_from_branch_when_title_has_none ... ok
test pr_ship::tests::draft_only_tag_detection_is_case_insensitive ... ok
test pr_ship::tests::dry_run_plan_explicit_pr_number ... ok
test pr_ship::tests::dry_run_plan_full_sequence ... ok
test pr_ship::tests::dry_run_plan_includes_complexity_capture_when_set ... ok
test pr_ship::tests::dry_run_plan_includes_effort_capture_when_set ... ok
test pr_ship::tests::dry_run_plan_is_forge_aware_for_gitlab ... ok
test pr_ship::tests::dry_run_plan_notes_skipped_flags ... ok
test pr_ship::tests::dry_run_plan_omits_complexity_line_when_absent ... ok
test pr_ship::tests::dry_run_plan_worktree_aware_merge ... ok
test pr_ship::tests::extracts_multiple_spec_ids_in_order ... ok
test pr_ship::tests::extracts_spec_ids_from_pr_title ... ok
test pr_ship::tests::gh_checks_empty_output_means_not_registered_yet ... ok
test pr_ship::tests::gh_checks_failed_line_still_means_registered ... ok
test pr_ship::tests::gh_checks_no_checks_message_means_not_registered_yet ... ok
test pr_ship::tests::gh_checks_pending_line_means_registered ... ok
test pr_ship::tests::merge_args_include_repaired_subject ... ok
test pr_ship::tests::merge_args_without_repair_keep_existing_shape ... ok
test pr_ship::tests::parse_gh_default_branch_none_on_empty ... ok
test pr_ship::tests::parse_gh_default_branch_reads_bare_name ... ok
test pr_ship::tests::parse_gh_default_branch_takes_first_nonempty_line ... ok
test pr_ship::tests::parse_pr_number_from_create_output_canonical ... ok
test pr_ship::tests::parse_pr_number_from_create_output_empty ... ok
test pr_ship::tests::parse_pr_number_from_create_output_missing ... ok
test pr_ship::tests::parse_pr_number_from_create_output_query_string ... ok
test pr_ship::tests::parse_pr_number_from_create_output_trailing_whitespace ... ok
test pr_ship::tests::parse_pr_number_from_create_output_with_preamble ... ok
test pr_ship::tests::recovery_hint_names_step_pr_and_action ... ok
test pr_ship::tests::recovery_hint_pull_mentions_reconcile ... ok
test pr_ship::tests::should_delete_branch_truth_table ... ok
test pr_ship::tests::squash_subject_appends_missing_spec_id ... ok
test pr_ship::tests::squash_subject_does_not_duplicate_existing_spec_id ... ok
test pr_ship::tests::squash_subject_repairs_mid_text_spec_id_before_pr_suffix ... ok
test pr_ship::tests::squash_subject_repairs_missing_codex_subject_before_pr_suffix ... ok
test pr_ship::tests::trailing_spec_ids_match_auto_bump_shape ... ok
test pr_ship::tests::workflow_files_indicate_ci_false_when_no_yaml ... ok
test pr_ship::tests::workflow_files_indicate_ci_true_for_yaml ... ok
test pr_ship_environment_tests::ci_startup_timeout_has_configuration_message ... ok
test mcp::tests::session_status_shows_a_single_lease_and_errors_on_ambiguity ... ok
test pr_ship_environment_tests::post_merge_pull_preparation_refuses_dirty_feature_branch ... ok
test pr_ship_environment_tests::pr_fetch_failure_message_branches_on_worktree_conflict ... ok
test pr_rebase::tests::merge_tree_probe_clean_when_no_overlap ... ok
test preflight_spec_status_tests::approved_bumps_to_in_progress ... ok
test preflight_spec_status_tests::completed_refuses_even_with_force_claim ... ok
test preflight_spec_status_tests::done_refuses ... ok
test preflight_spec_status_tests::draft_refuses ... ok
test preflight_spec_status_tests::dup_pickup_bypassed_by_force_claim_orchestrator_and_review ... ok
test preflight_spec_status_tests::dup_pickup_proceeds_when_already_in_progress_at_plan_time ... ok
test preflight_spec_status_tests::dup_pickup_proceeds_when_status_unchanged ... ok
test preflight_spec_status_tests::dup_pickup_proceeds_when_status_unknown ... ok
test preflight_spec_status_tests::dup_pickup_refuses_when_approved_became_in_progress_under_us ... ok
test preflight_spec_status_tests::dup_pickup_refuses_when_planned_became_done_or_completed ... ok
test pr_rebase::tests::merge_tree_probe_detects_known_conflict ... ok
test preflight_spec_status_tests::effective_force_claim_is_false_in_interactive_session ... ok
test preflight_spec_status_tests::effective_force_claim_is_true_when_explicit ... ok
test preflight_spec_status_tests::effective_force_claim_is_true_when_orchestrator_corroborated ... ok
test preflight_spec_status_tests::implementer_session_still_refused_on_done_spec ... ok
test preflight_spec_status_tests::in_progress_with_force_claim_warns_and_allows ... ok
test preflight_spec_status_tests::in_progress_without_force_claim_refuses ... ok
test preflight_spec_status_tests::needs_attention_with_force_claim_warns_and_allows ... ok
test preflight_spec_status_tests::needs_attention_without_force_claim_refuses ... ok
test preflight_spec_status_tests::no_spec_match_just_allows ... ok
test preflight_spec_status_tests::planned_allows_without_bumping ... ok
test preflight_spec_status_tests::rejected_refuses ... ok
test preflight_spec_status_tests::review_session_allowed_on_done_spec ... ok
test preflight_spec_status_tests::review_session_allowed_on_completed_spec ... ok
test preflight_spec_status_tests::review_session_does_not_loosen_other_states ... ok
test preflight_spec_status_tests::status_bump_preconditions_ignore_non_approved_statuses ... ok
test presence::tests::away_at_exact_ttl_boundary_reads_home ... ok
test preflight_spec_status_tests::status_bump_waits_for_worktree_and_lease ... ok
test presence::tests::away_drain_advice_maps_three_rungs ... ok
test presence::tests::away_just_before_ttl_reads_away ... ok
test presence::tests::away_remaining_compact_label_when_away ... ok
test presence::tests::away_remaining_does_not_mutate_record ... ok
test presence::tests::away_remaining_is_none_when_home ... ok
test presence::tests::away_remaining_is_none_when_ttl_expired ... ok
test presence::tests::clock_skew_future_set_at_reads_away ... ok
test presence::tests::effective_solo_folds_active_through_ttl ... ok
test presence::tests::expired_away_reads_home ... ok
test presence::tests::fresh_away_reads_away ... ok
test presence::tests::home_state_is_always_home ... ok
test presence::tests::parse_duration_bare_integer_is_seconds ... ok
test presence::tests::keystone_classification_heuristic ... ok
test presence::tests::parse_duration_rejects_garbage ... ok
test presence::tests::parse_duration_suffixed ... ok
test presence::tests::presence_config_defaults_when_absent ... ok
test presence::tests::resolve_drain_mode_consumers_off_disables ... ok
test presence::tests::presence_config_parses_knobs_and_defaults ... ok
test presence::tests::resolve_drain_mode_explicit_escalate_wins ... ok
test presence::tests::resolve_drain_mode_explicit_no_human_wins ... ok
test presence::tests::resolve_drain_mode_home_is_interactive ... ok
test presence::tests::since_and_ttl_labels ... ok
test presence::tests::solo_active_keystone_parks_for_human ... ok
test presence::tests::solo_active_safe_proceeds_on_default ... ok
test presence::tests::solo_inactive_posture_is_unchanged ... ok
test process_probe::tests::encode_cwd_handles_root ... ok
test process_probe::tests::encode_cwd_replaces_slashes ... ok
test process_probe::tests::encode_cwd_replaces_windows_backslashes ... ok
test process_probe::tests::is_claude_process_falls_back_to_cmd ... ok
test process_probe::tests::is_claude_process_matches_name ... ok
test process_probe::tests::pid_is_alive_true_for_self ... ok
test process_probe::tests::pid_is_alive_false_for_unused_pid ... ok
test process_probe::tests::strip_deleted_passthrough_when_clean ... ok
test process_probe::tests::strip_deleted_recognises_proc_suffix ... ok
test pull_summary_status_change_tests::classify_commit_source_explicit_ids ... ok
test pull_summary_status_change_tests::classify_commit_source_manual ... ok
test pull_summary_status_change_tests::classify_commit_source_pr_merge ... ok
test pull_summary_status_change_tests::diff_parser_extracts_single_status_change ... ok
test pull_summary_status_change_tests::diff_parser_handles_multiple_files ... ok
test pull_summary_status_change_tests::diff_parser_skips_unchanged_status ... ok
test punt::tests::append_failure_to_ledger_preserves_punt_category_other ... ok
test punt::tests::append_failure_to_ledger_writes_shelved_marker ... ok
test punt::tests::decision_escalated_also_counts_as_intervention ... ok
test punt::tests::empty_ledger_has_no_interventions ... ok
test punt::tests::hold_signal_round_trips_and_summarises ... ok
test pr_ship_environment_tests::waits_for_ci_checks_to_register_before_watch ... ok
test pr_ship_environment_tests::post_merge_pull_preparation_switches_clean_main_worktree_to_main ... ok
test punt::tests::parse_punt_category_accepts_kebab_and_rejects_garbage ... ok
test punt::tests::human_interventions_roll_up_per_day_newest_first ... ok
test punt::tests::punt_appends_ledger_record ... ok
test punt::tests::punt_record_carries_advisor_fields ... ok
test punt::tests::punt_response_resolved_and_escalated_parse ... ok
test punt::tests::hold_signal_summary_omits_absent_reason ... ok
test punt::tests::punt_request_roundtrips_json ... ok
test punt::tests::punt_signal_summary_omits_absent_lean ... ok
test punt::tests::read_punt_response_none_on_absent_or_garbage ... ok
test push_pull_scope_tests::pull_flag_combinations_parse ... ok
test push_pull_scope_tests::dry_run_flags_parse ... ok
test push_pull_scope_tests::resolve_scope_default_is_both ... ok
test push_pull_scope_tests::resolve_scope_env_override ... ok
test push_pull_scope_tests::resolve_scope_explicit_beats_env ... ok
test push_pull_scope_tests::resolve_scope_explicit_flags ... ok
test questions_tests::acceptance_refinement_appends_into_existing_section ... ok
test questions_tests::acceptance_refinement_creates_section_when_absent ... ok
test questions_tests::apply_disposition_approve_clears_all_gates ... ok
test questions_tests::apply_disposition_keep_parked_records_why_open ... ok
test questions_tests::apply_disposition_reject_sets_status_and_holds ... ok
test questions_tests::apply_token_add_parking_tag_keeps_parked ... ok
test questions_tests::apply_token_noop_changes_nothing ... ok
test questions_tests::apply_token_remove_tag_is_case_insensitive ... ok
test questions_tests::apply_token_status_rejected_keeps_parked ... ok
test questions_tests::apply_token_unknown_records_only ... ok
test questions_tests::blank_note_is_not_recorded ... ok
test questions_tests::clarify_excludes_built_and_terminal_status ... ok
test questions_tests::clarify_excludes_held_for_review ... ok
test questions_tests::clarify_excludes_non_implementable_types ... ok
test questions_tests::clarify_includes_a_plain_underspecified_story ... ok
test questions_tests::confirm_default_sets_answered_to_recommended ... ok
test questions_tests::confirm_default_skips_already_answered ... ok
test questions_tests::confirm_default_skips_when_no_recommendation ... ok
test questions_tests::note_is_recorded_alongside_the_pick ... ok
test questions_tests::parse_choice_rejects_empty_fields ... ok
test questions_tests::parse_choice_rejects_too_few_fields ... ok
test questions_tests::parse_choice_resolution_may_contain_no_extra_pipes ... ok
test questions_tests::parse_choice_splits_three_fields ... ok
test questions_tests::parse_choice_trims_whitespace ... ok
test questions_tests::record_answer_default_keyword_uses_recommended ... ok
test questions_tests::record_answer_flips_pending_to_answered ... ok
test questions_tests::resolve_index_handles_numbers_and_keywords ... ok
test questions_tests::sweep_flags_human_decision_markers ... ok
test questions_tests::sweep_formulates_story_522_decision_request ... ok
test questions_tests::sweep_missing_acceptance_excludes_built_or_held_specs ... ok
test questions_tests::sweep_missing_acceptance_excludes_non_implementable_types ... ok
test questions_tests::sweep_scope_excludes_low_priority_archive_and_drafts ... ok
test questions_tests::sweep_skips_advisor_resolvable_forks ... ok
test questions_tests::sweep_skips_open_decision_request_for_idempotency ... ok
test questions_tests::sweep_synthesizes_disposition_for_tag_parked_spec ... ok
test questions_tests::unpark_ready_when_decision_answered_and_unblocked ... ok
test questions_tests::unpark_reports_remaining_parking_tag ... ok
test queue_progress_tests::batch_tag_matches_case_insensitively ... ok
test queue_progress_tests::bucket_classification_covers_every_terminal_axis ... ok
test queue_progress_tests::is_next_keyword_id_classifies ... ok
test queue_progress_tests::normalize_batch_name_strips_redundant_prefix ... ok
test queue_progress_tests::parse_batch_chain_preserves_order_and_strips_prefixes ... ok
test queue_progress_tests::parse_batch_chain_rejects_empty_names ... ok
test queue_progress_tests::parse_days_does_not_panic_on_multibyte_unit ... ok
test queue_progress_tests::parse_since_accepts_relative_d_h_m ... ok
test queue_progress_tests::parse_since_accepts_rfc3339 ... ok
test queue_progress_tests::parse_since_does_not_panic_on_multibyte_unit ... ok
test queue_progress_tests::parse_since_rejects_garbage ... ok
test queue_progress_tests::queue_work_positional_batch_equals_batch_flag ... ok
test queue_progress_tests::shelved_callout_is_additive_not_a_rebucketing ... ok
test queue_progress_tests::split_last_char_is_char_boundary_safe ... ok
test queue_progress_tests::strip_batch_prefix_only_matches_the_prefix ... ok
test queue_recover::tests::commits_plus_dirty_worktree_commits_wip_first ... ok
test queue_recover::tests::commits_unpushed_no_pr_pushes_and_drives ... ok
test queue_recover::tests::completed_dominates_everything ... ok
test queue_recover::tests::default_state_is_end_and_requeue ... ok
test queue_recover::tests::every_action_has_nonempty_rationale ... ok
test queue_recover::tests::merged_pr_recommends_pull ... ok
test queue_recover::tests::no_commits_dirty_worktree_parks_the_wip ... ok
test queue_recover::tests::nothing_shipped_clean_worktree_ends_and_requeues ... ok
test queue_recover::tests::open_pr_drives_phases_from_pr ... ok
test queue_recover::tests::pr_branches_dominate_commit_branches_exhaustively ... ok
test queue_rework_tests::approved_does_not_flip ... ok
test queue_rework_tests::completed_flips_to_in_progress ... ok
test queue_rework_tests::covers_every_status_variant ... ok
test queue_rework_tests::done_flips_to_in_progress ... ok
test queue_rework_tests::draft_does_not_flip ... ok
test queue_rework_tests::in_progress_does_not_flip ... ok
test queue_rework_tests::planned_flips_to_in_progress ... ok
test queue_rework_tests::rejected_flips_to_approved ... ok
test queue_rework_tests::smart_target_is_idempotent_on_its_own_output ... ok
test queue_tag_tests::batch_tag_of_finds_the_batch_tag ... ok
test queue_tag_tests::multi_tag_chip_caps_plain_tags_and_keeps_all_batch ... ok
test queue_tag_tests::no_tags_yields_no_chip ... ok
test queue_tag_tests::single_tag_chip ... ok
test queue_tag_tests::tag_chip_always_shows_lifecycle_tags_before_plain_overflow ... ok
test queue_tag_tests::tag_chip_hoists_lifecycle_tags_after_batch_tags ... ok
test queue_tag_tests::tag_exact_match_is_case_insensitive ... ok
test queue_tag_tests::tag_prefix_match_is_case_insensitive ... ok
test queue_work_resume_tests::find_orchestrated_lease_pins_session_by_claude_id ... ok
test queue_work_resume_tests::lease_ids_in_excludes_companion_files ... ok
test queue_work_resume_tests::looks_like_lease_id_distinguishes_lease_from_uuid ... ok
test queue_work_resume_tests::queue_work_launch_session_id_accessor ... ok
test queue_work_resume_tests::queue_work_rejects_non_uuid_session_id ... ok
test queue_work_resume_tests::queue_work_session_id_override_threads_through ... ok
test push_pull_scope_tests::push_flag_combinations_parse ... ok
test queue_work_resume_tests::resolve_resume_id_ambiguous_prefix_errs ... ok
test queue_work_resume_tests::resolve_resume_id_lease_shaped_miss_points_at_uuid ... ok
test queue_work_resume_tests::resolve_resume_id_passthrough_full_id ... ok
test queue_work_resume_tests::resolve_resume_id_short_no_match_errs ... ok
test queue_work_resume_tests::resolve_resume_id_unique_prefix ... ok
test queue_work_resume_tests::resume_command_omits_cd_when_worktree_matches_cwd ... ok
test queue_work_resume_tests::resume_command_omits_cd_when_worktree_unknown ... ok
test queue_work_resume_tests::resume_command_prepends_cd_when_worktree_differs ... ok
test process_probe::tests::walk_ancestor_pids_includes_self_and_terminates ... ok
test queue_work_resume_tests::swapped_branch_detects_a_genuine_swap ... ok
test queue_work_tests::auto_complete_phase1_status_promotes_only_not_started_statuses ... ok
test queue_work_tests::autonomy_mode_default_when_no_flags ... ok
test queue_work_tests::autonomy_mode_no_human_alone ... ok
test queue_work_tests::autonomy_mode_no_human_beats_zen ... ok
test queue_work_tests::autonomy_mode_zen_flag_alone ... ok
test queue_work_tests::drain_alias_bare_expands_to_full_headless_queue_sized ... ok
test queue_work_tests::drain_alias_explicit_flags_override_defaults ... ok
test queue_work_tests::drain_alias_off_is_identity ... ok
test queue_work_tests::drain_alias_partial_override_keeps_other_defaults ... ok
test queue_work_tests::drain_alias_unknown_queue_size_falls_back_to_99 ... ok
test queue_work_tests::format_review_label_shapes ... ok
test queue_work_tests::held_resume_plan_is_item_scoped_to_the_spec ... ok
test queue_work_tests::held_resume_reentry_only_for_resume_done_and_marked ... ok
test queue_work_tests::implementer_phase_args_omits_steal_by_default ... ok
test queue_work_tests::implementer_phase_args_threads_force_claim ... ok
test queue_work_tests::implementer_phase_args_threads_no_human_and_permission ... ok
test queue_work_tests::implementer_phase_args_threads_steal ... ok
test queue_work_tests::lease_conflict_case_insensitive ... ok
test queue_work_tests::lease_conflict_empty ... ok
test queue_work_tests::lease_conflict_exact_match ... ok
test queue_work_tests::lease_conflict_mismatched_scope ... ok
test queue_work_tests::lease_conflict_picks_freshest ... ok
test queue_work_tests::no_human_gate_keys_off_acknowledgement ... ok
test queue_work_tests::no_human_scope_line_differs_by_mode ... ok
test queue_work_tests::not_queued_approved_suggests_add_and_work ... ok
test queue_work_tests::not_queued_completed_suggests_force_reopen ... ok
test queue_work_tests::not_queued_container_uses_cluster_message ... ok
test queue_work_tests::not_queued_done_suggests_rework_verb ... ok
test queue_work_tests::not_queued_falls_back_when_role_unknown ... ok
test queue_work_tests::not_queued_in_progress_warns_lease_lost ... ok
test queue_work_tests::not_queued_planned_suggests_promote_to_approved ... ok
test queue_work_tests::not_queued_rejected_suggests_force_reopen ... ok
test queue_work_tests::orchestrator_badge_falls_back_when_phase_unknown ... ok
test queue_work_tests::orchestrator_badge_includes_no_human_scope ... ok
test queue_work_tests::orchestrator_badge_shows_phase_and_name ... ok
test queue_work_tests::permission_mode_bypass_knob_injects_bypass ... ok
test queue_work_tests::permission_mode_config_beats_worktree_default ... ok
test queue_work_tests::permission_mode_empty_strings_are_ignored ... ok
test queue_work_tests::permission_mode_env_beats_config ... ok
test queue_work_tests::permission_mode_faithful_default_is_native ... ok
test queue_work_tests::permission_mode_flag_wins ... ok
test queue_work_tests::plan_only_defaults_permission_to_plan_but_flag_wins ... ok
test punt::tests::punt_signal_round_trips_and_summarises ... ok
test queue_work_tests::prompt_implementer_cluster_is_auto_first ... ok
test queue_work_tests::prompt_implementer_head_is_auto_first ... ok
test queue_work_tests::prompt_implementer_item_passes_focus ... ok
test queue_work_tests::prompt_plan_only_runs_aida_plan ... ok
test queue_work_resume_tests::update_lease_branch_rewrites_only_the_branch ... ok
test queue_work_tests::prepare_auto_complete_phase1_status_flips_approved_before_spawn ... ok
test queue_work_tests::prompt_reviewer_pr_passes_number ... ok
test queue_work_tests::prompt_reviewer_non_pr_is_bare ... ok
test queue_work_tests::queue_work_force_claim_flag_parses ... ok
test queue_work_tests::queue_work_resume_plus_auto_complete_parses_for_handler_rejection ... ok
test queue_work_tests::read_behavior_permission_mode_missing_is_none ... ok
test queue_work_tests::read_behavior_permission_mode_parses_value ... ok
test queue_work_tests::read_behavior_permission_mode_section_absent ... ok
test queue_work_tests::read_behavior_permission_mode_strips_inline_comment ... ok
test queue_work_tests::queue_work_quiet_flag_parses ... ok
test queue_work_tests::resolve_queue_work_plan_pr_n_with_review_story_routes_to_reviewer ... ok
test queue_work_tests::resume_autocomplete_conflict_message_explains_and_recovers ... ok
test queue_work_tests::review_pickup_hint_names_reviewer_role ... ok
test queue_work_tests::review_title_matches_canonical ... ok
test queue_work_tests::review_title_matches_rejects_mismatches ... ok
test queue_work_tests::role_majority_wins_with_warning ... ok
test queue_work_tests::role_override_wins ... ok
test queue_work_tests::role_scope_default_non_pr_is_implementer ... ok
test queue_work_tests::role_scope_default_pr_is_reviewer ... ok
test queue_work_tests::role_uniform_cluster_picks_that_role ... ok
test queue_work_tests::scope_child_story_does_not_inherit_parent_epic ... ok
test queue_work_tests::scope_falls_back_to_own_id ... ok
test queue_work_tests::scope_for_scope_beats_parent_epic ... ok
test queue_work_tests::scope_review_title_wins_over_for_scope ... ok
test queue_work_tests::spec_matches_covers_uuid_and_ids ... ok
